,cosine_to_orig,embeddings_rank,from_clipping,from_original_token,from_split,norms_seen,spellcheck_rank,in_lexicon,length,same_order,orig_norms_seen,orig_in_lexicon,orig_same_order,orig_length,correct,raw_tok_index
andrew,0.2436480075120926,,1.0,,,,,1.0,6,1.0,327.0,1.0,1.0,3.0,,1_13
andrew's,0.26117491722106934,,1.0,,,,,1.0,8,1.0,327.0,1.0,1.0,3.0,,1_13
andrews,0.2670382559299469,,1.0,,,,,1.0,7,1.0,327.0,1.0,1.0,3.0,,1_13
andrews's,,,1.0,,,,,1.0,9,1.0,327.0,1.0,1.0,3.0,,1_13
andrianampoinimerina,,,1.0,,,,,1.0,20,1.0,327.0,1.0,1.0,3.0,,1_13
andrianampoinimerina's,,,1.0,,,,,1.0,22,1.0,327.0,1.0,1.0,3.0,,1_13
androgen,0.37120646238327026,,1.0,,,,,1.0,8,1.0,327.0,1.0,1.0,3.0,,1_13
androgen's,,,1.0,,,,,1.0,10,1.0,327.0,1.0,1.0,3.0,,1_13
androgynous,0.2914489805698395,,1.0,,,,,1.0,11,1.0,327.0,1.0,1.0,3.0,,1_13
android,0.1407044231891632,,1.0,,,,,1.0,7,1.0,327.0,1.0,1.0,3.0,,1_13
android's,0.24928595125675201,,1.0,,,,,1.0,9,1.0,327.0,1.0,1.0,3.0,,1_13
androids,0.1199885681271553,,1.0,,,,,1.0,8,1.0,327.0,1.0,1.0,3.0,,1_13
andromache,,,1.0,,,,,1.0,10,1.0,327.0,1.0,1.0,3.0,,1_13
andromache's,,,1.0,,,,,1.0,12,1.0,327.0,1.0,1.0,3.0,,1_13
andromeda,0.2767268121242523,,1.0,,,,,1.0,9,1.0,327.0,1.0,1.0,3.0,,1_13
andromeda's,,,1.0,,,,,1.0,11,1.0,327.0,1.0,1.0,3.0,,1_13
andropov,,,1.0,,,,,1.0,8,1.0,327.0,1.0,1.0,3.0,,1_13
andropov's,,,1.0,,,,,1.0,10,1.0,327.0,1.0,1.0,3.0,,1_13
andy,0.23734699189662933,,1.0,,,,,1.0,4,1.0,327.0,1.0,1.0,3.0,,1_13
andy's,0.21256960928440094,,1.0,,,,,1.0,6,1.0,327.0,1.0,1.0,3.0,,1_13
ans,0.5522124171257019,,,,,,0.0,,3,,327.0,1.0,1.0,3.0,,1_13
ant,0.23251329362392426,,,,,,12.0,1.0,3,,327.0,1.0,1.0,3.0,,1_13
aunt,0.33106499910354614,,,,,,13.0,1.0,4,,327.0,1.0,1.0,3.0,,1_13
band,0.3800085186958313,,,,,,7.0,1.0,4,1.0,327.0,1.0,1.0,3.0,,1_13
because,0.7978368997573853,0.0,,,,,,1.0,7,,327.0,1.0,1.0,3.0,,1_13
but,0.7760275602340698,1.0,,,,,,1.0,3,,327.0,1.0,1.0,3.0,,1_13
end,0.43451187014579773,,,,,,9.0,1.0,3,,327.0,1.0,1.0,3.0,,1_13
hand,0.4890143573284149,,,,,,6.0,1.0,4,1.0,327.0,1.0,1.0,3.0,,1_13
ind,0.2047513872385025,,,,,,11.0,,3,,327.0,1.0,1.0,3.0,,1_13
land,0.3857156038284302,,,,,,5.0,1.0,4,1.0,327.0,1.0,1.0,3.0,,1_13
rand,0.2527192533016205,,,,,,4.0,1.0,4,1.0,327.0,1.0,1.0,3.0,,1_13
sand,0.2960621416568756,,,,,,3.0,1.0,4,1.0,327.0,1.0,1.0,3.0,,1_13
wand,0.2624228298664093,,,,,,8.0,1.0,4,1.0,327.0,1.0,1.0,3.0,,1_13
h'm,0.42096248269081116,,,,,,1.0,1.0,3,,82.0,1.0,1.0,3.0,,1_14
i'm,1.0,,1.0,1.0,,82.0,,1.0,3,1.0,82.0,1.0,1.0,3.0,1.0,1_14
im,0.9269415140151978,0.0,,,,,,,2,,82.0,1.0,1.0,3.0,,1_14
imp,0.21566474437713623,,,,,,2.0,1.0,3,,82.0,1.0,1.0,3.0,,1_14
ism,0.31561073660850525,,,,,,0.0,1.0,3,,82.0,1.0,1.0,3.0,,1_14
iʼm,0.8212325572967529,1.0,,,,,,,3,,82.0,1.0,1.0,3.0,,1_14
bot,0.397712767124176,,,,,,2.0,1.0,3,,79.0,1.0,1.0,3.0,,1_15
knot,0.21770358085632324,,,,,,9.0,1.0,4,1.0,79.0,1.0,1.0,3.0,,1_15
mot,0.4336360692977905,,,,,,3.0,,3,,79.0,1.0,1.0,3.0,,1_15
net,0.291409432888031,,,,,,11.0,1.0,3,,79.0,1.0,1.0,3.0,,1_15
newt,0.3074047863483429,,,,,,0.0,1.0,4,,79.0,1.0,1.0,3.0,,1_15
nit,0.5739693641662598,,,,,,4.0,1.0,3,,79.0,1.0,1.0,3.0,,1_15
no,0.5602983832359314,,,,,,6.0,1.0,2,,79.0,1.0,1.0,3.0,,1_15
non,0.5656611323356628,,,,,,14.0,1.0,3,,79.0,1.0,1.0,3.0,,1_15
nor,0.6913261413574219,,,,,,5.0,1.0,3,,79.0,1.0,1.0,3.0,,1_15
nos,0.03819698840379715,,,,,,12.0,,3,,79.0,1.0,1.0,3.0,,1_15
not,0.9999999403953552,,1.0,1.0,,79.0,,1.0,3,1.0,79.0,1.0,1.0,3.0,1.0,1_15
notable,0.3253079056739807,,1.0,,,,,1.0,7,1.0,79.0,1.0,1.0,3.0,,1_15
notable's,,,1.0,,,,,1.0,9,1.0,79.0,1.0,1.0,3.0,,1_15
notables,0.2696738541126251,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
notably,0.4566223919391632,,1.0,,,,,1.0,7,1.0,79.0,1.0,1.0,3.0,,1_15
notaries,0.34190595149993896,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
notarize,0.30432331562042236,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
notarized,0.3915489614009857,,1.0,,,,,1.0,9,1.0,79.0,1.0,1.0,3.0,,1_15
notarizes,,,1.0,,,,,1.0,9,1.0,79.0,1.0,1.0,3.0,,1_15
notarizing,,,1.0,,,,,1.0,10,1.0,79.0,1.0,1.0,3.0,,1_15
notary,0.3684915602207184,,1.0,,,,,1.0,6,1.0,79.0,1.0,1.0,3.0,,1_15
notary's,,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
notation,0.2827249765396118,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
notation's,,,1.0,,,,,1.0,10,1.0,79.0,1.0,1.0,3.0,,1_15
notations,0.3534432351589203,,1.0,,,,,1.0,9,1.0,79.0,1.0,1.0,3.0,,1_15
notch,0.29980796575546265,,1.0,,,,,1.0,5,1.0,79.0,1.0,1.0,3.0,,1_15
notch's,,,1.0,,,,,1.0,7,1.0,79.0,1.0,1.0,3.0,,1_15
notched,0.15418171882629395,,1.0,,,,,1.0,7,1.0,79.0,1.0,1.0,3.0,,1_15
notches,0.13996601104736328,,1.0,,,,,1.0,7,1.0,79.0,1.0,1.0,3.0,,1_15
notching,0.1687573343515396,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
note,0.462077796459198,,1.0,,,,7.0,1.0,4,1.0,79.0,1.0,1.0,3.0,,1_15
note's,0.2910598814487457,,1.0,,,,,1.0,6,1.0,79.0,1.0,1.0,3.0,,1_15
notebook,0.11881040036678314,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
notebook's,0.15025362372398376,,1.0,,,,,1.0,10,1.0,79.0,1.0,1.0,3.0,,1_15
notebooks,0.12837441265583038,,1.0,,,,,1.0,9,1.0,79.0,1.0,1.0,3.0,,1_15
noted,0.3780577480792999,,1.0,,,,,1.0,5,1.0,79.0,1.0,1.0,3.0,,1_15
notepad,0.20854595303535461,,1.0,,,,,1.0,7,1.0,79.0,1.0,1.0,3.0,,1_15
notepaper,0.3581031262874603,,1.0,,,,,1.0,9,1.0,79.0,1.0,1.0,3.0,,1_15
notes,0.33614403009414673,,1.0,,,,,1.0,5,1.0,79.0,1.0,1.0,3.0,,1_15
noteworthy,0.3804326057434082,,1.0,,,,,1.0,10,1.0,79.0,1.0,1.0,3.0,,1_15
nothing,0.6006710529327393,,1.0,,,,,1.0,7,1.0,79.0,1.0,1.0,3.0,,1_15
nothing's,0.3644311726093292,,1.0,,,,,1.0,9,1.0,79.0,1.0,1.0,3.0,,1_15
nothingness,0.2858084738254547,,1.0,,,,,1.0,11,1.0,79.0,1.0,1.0,3.0,,1_15
nothingness's,,,1.0,,,,,1.0,13,1.0,79.0,1.0,1.0,3.0,,1_15
nothings,0.37431633472442627,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
notice,0.38929614424705505,,1.0,,,,,1.0,6,1.0,79.0,1.0,1.0,3.0,,1_15
notice's,0.3487189710140228,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
noticeable,0.28379887342453003,,1.0,,,,,1.0,10,1.0,79.0,1.0,1.0,3.0,,1_15
noticeably,0.35517174005508423,,1.0,,,,,1.0,10,1.0,79.0,1.0,1.0,3.0,,1_15
noticeboard,0.21237458288669586,,1.0,,,,,1.0,11,1.0,79.0,1.0,1.0,3.0,,1_15
noticeboards,0.2505233585834503,,1.0,,,,,1.0,12,1.0,79.0,1.0,1.0,3.0,,1_15
noticed,0.3170442283153534,,1.0,,,,,1.0,7,1.0,79.0,1.0,1.0,3.0,,1_15
notices,0.31271815299987793,,1.0,,,,,1.0,7,1.0,79.0,1.0,1.0,3.0,,1_15
noticing,0.29881566762924194,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
notification,0.22883734107017517,,1.0,,,,,1.0,12,1.0,79.0,1.0,1.0,3.0,,1_15
notification's,0.22984741628170013,,1.0,,,,,1.0,14,1.0,79.0,1.0,1.0,3.0,,1_15
notifications,0.183317169547081,,1.0,,,,,1.0,13,1.0,79.0,1.0,1.0,3.0,,1_15
notified,0.31850555539131165,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
notifies,0.19177591800689697,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
notify,0.3374449908733368,,1.0,,,,,1.0,6,1.0,79.0,1.0,1.0,3.0,,1_15
notifying,0.2984105050563812,,1.0,,,,,1.0,9,1.0,79.0,1.0,1.0,3.0,,1_15
noting,0.5126601457595825,,1.0,,,,,1.0,6,1.0,79.0,1.0,1.0,3.0,,1_15
notion,0.5268266797065735,,1.0,,,,,1.0,6,1.0,79.0,1.0,1.0,3.0,,1_15
notion's,,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
notional,0.4263133406639099,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
notionally,0.5378111600875854,,1.0,,,,,1.0,10,1.0,79.0,1.0,1.0,3.0,,1_15
notions,0.436870813369751,,1.0,,,,,1.0,7,1.0,79.0,1.0,1.0,3.0,,1_15
notoriety,0.39335256814956665,,1.0,,,,,1.0,9,1.0,79.0,1.0,1.0,3.0,,1_15
notoriety's,,,1.0,,,,,1.0,11,1.0,79.0,1.0,1.0,3.0,,1_15
notorious,0.4150470793247223,,1.0,,,,,1.0,9,1.0,79.0,1.0,1.0,3.0,,1_15
notoriously,0.514714241027832,,1.0,,,,,1.0,11,1.0,79.0,1.0,1.0,3.0,,1_15
nottingham,0.13747820258140564,,1.0,,,,,1.0,10,1.0,79.0,1.0,1.0,3.0,,1_15
nottingham's,,,1.0,,,,,1.0,12,1.0,79.0,1.0,1.0,3.0,,1_15
notwithstanding,0.524523913860321,,1.0,,,,,1.0,15,1.0,79.0,1.0,1.0,3.0,,1_15
notwork,,,1.0,,,,,1.0,7,1.0,79.0,1.0,1.0,3.0,,1_15
notworks,,,1.0,,,,,1.0,8,1.0,79.0,1.0,1.0,3.0,,1_15
nowt,0.3572022616863251,,,,,,10.0,,4,1.0,79.0,1.0,1.0,3.0,,1_15
rot,0.33723610639572144,,,,,,15.0,1.0,3,,79.0,1.0,1.0,3.0,,1_15
snot,0.2559782862663269,,,,,,8.0,1.0,4,1.0,79.0,1.0,1.0,3.0,,1_15
sot,0.10650444030761719,,,,,,13.0,1.0,3,,79.0,1.0,1.0,3.0,,1_15
ton,0.2790263891220093,,,,,,1.0,1.0,3,,79.0,1.0,1.0,3.0,,1_15
natal,0.15890264511108398,,,,,,6.0,1.0,5,,,,1.0,5.0,,1_16
talcum,0.20446012914180756,,,,,,7.0,,6,,,,1.0,5.0,,1_16
talk,0.4207473397254944,,,,,,0.0,1.0,4,,,,1.0,5.0,,1_16
talk n,,,,,,,4.0,,6,1.0,,,1.0,5.0,,1_16
talk'n,0.9141286015510559,7.0,,,,,,,6,1.0,,,1.0,5.0,,1_16
talk-n,,,,,,,5.0,,6,1.0,,,1.0,5.0,,1_16
talkiin,0.9075735211372375,8.0,,,,,,,7,1.0,,,1.0,5.0,,1_16
talkin,0.9205427765846252,6.0,,,,,,,6,1.0,,,1.0,5.0,,1_16
talking,0.5842509865760803,,,,,1.0,,1.0,7,1.0,,,1.0,5.0,1.0,1_16
talkn,1.0,,,1.0,,,,,5,1.0,,,1.0,5.0,,1_16
talks,0.31401631236076355,,,,,,1.0,1.0,5,,,,1.0,5.0,,1_16
talky,0.29340660572052,,,,,,3.0,,5,,,,1.0,5.0,,1_16
talon,0.2584194242954254,,,,,,2.0,1.0,5,,,,1.0,5.0,,1_16
tawkin,0.9559469223022461,2.0,,,,,,,6,,,,1.0,5.0,,1_16
tawking,0.9303903579711914,5.0,,,,,,,7,,,,1.0,5.0,,1_16
tawkn,0.9439375400543213,3.0,,,,,,,5,,,,1.0,5.0,,1_16
tlk'n,0.9051951169967651,9.0,,,,,,,5,,,,1.0,5.0,,1_16
tlkin,0.9778034687042236,1.0,,,,,,,5,,,,1.0,5.0,,1_16
tlking,0.9376691579818726,4.0,,,,,,,6,,,,1.0,5.0,,1_16
tlkn,0.9859366416931152,0.0,,,,,,,4,,,,1.0,5.0,,1_16
a bout,,,,,1.0,,3.0,,6,1.0,55.0,1.0,1.0,5.0,,1_17
a-bout,,,,,,,4.0,,6,1.0,55.0,1.0,1.0,5.0,,1_17
ab out,,,,,,,5.0,,6,1.0,55.0,1.0,1.0,5.0,,1_17
ab-out,,,,,,,6.0,,6,1.0,55.0,1.0,1.0,5.0,,1_17
abbot,0.30189821124076843,,,,,,7.0,1.0,5,,55.0,1.0,1.0,5.0,,1_17
abode,0.0629885122179985,,,,,,8.0,1.0,5,,55.0,1.0,1.0,5.0,,1_17
abort,0.35422375798225403,,,,,,2.0,1.0,5,,55.0,1.0,1.0,5.0,,1_17
abour,0.7864029407501221,3.0,,,,,,,5,,55.0,1.0,1.0,5.0,,1_17
about,0.9999999403953552,,1.0,1.0,,55.0,,1.0,5,1.0,55.0,1.0,1.0,5.0,1.0,1_17
abt,0.8127133846282959,1.0,,,,,,,3,,55.0,1.0,1.0,5.0,,1_17
abut,0.7612497210502625,,,,,,1.0,1.0,4,,55.0,1.0,1.0,5.0,,1_17
anout,0.824995219707489,0.0,,,,,,,5,,55.0,1.0,1.0,5.0,,1_17
bout,0.7025735378265381,,,,,,0.0,1.0,4,,55.0,1.0,1.0,5.0,,1_17
sbout,0.8116772174835205,2.0,,,,,,,5,,55.0,1.0,1.0,5.0,,1_17
analysis,0.7624785304069519,2.0,,,,,,1.0,8,,,1.0,1.0,10.0,,1_18
stateside,0.17867618799209595,,,,,,5.0,1.0,9,,,1.0,1.0,10.0,,1_18
statically,0.5926715731620789,,,,,,6.0,1.0,10,,,1.0,1.0,10.0,,1_18
statistic,0.7578823566436768,,,,,,1.0,1.0,9,,,1.0,1.0,10.0,,1_18
statistic s,,,,,,,3.0,,11,1.0,,1.0,1.0,10.0,,1_18
statistic's,,,,,,,2.0,1.0,11,1.0,,1.0,1.0,10.0,,1_18
statistic-s,,,,,,,4.0,,11,1.0,,1.0,1.0,10.0,,1_18
statistics,1.0,,1.0,1.0,,,0.0,1.0,10,1.0,,1.0,1.0,10.0,1.0,1_18
studies,0.7785190343856812,1.0,,,,,,1.0,7,,,1.0,1.0,10.0,,1_18
survey's,0.8256629109382629,0.0,,,,,,1.0,8,,,1.0,1.0,10.0,,1_18
h'm,0.42096248269081116,,,,,,1.0,1.0,3,,82.0,1.0,1.0,3.0,,1_19
i'm,1.0,,1.0,1.0,,82.0,,1.0,3,1.0,82.0,1.0,1.0,3.0,1.0,1_19
im,0.9269415140151978,0.0,,,,,,,2,,82.0,1.0,1.0,3.0,,1_19
imp,0.21566474437713623,,,,,,2.0,1.0,3,,82.0,1.0,1.0,3.0,,1_19
ism,0.31561073660850525,,,,,,0.0,1.0,3,,82.0,1.0,1.0,3.0,,1_19
iʼm,0.8212325572967529,1.0,,,,,,,3,,82.0,1.0,1.0,3.0,,1_19
natal,0.15890264511108398,,,,,,6.0,1.0,5,,,,1.0,5.0,,1_20
talcum,0.20446012914180756,,,,,,7.0,,6,,,,1.0,5.0,,1_20
talk,0.4207473397254944,,,,,,0.0,1.0,4,,,,1.0,5.0,,1_20
talk n,,,,,,,4.0,,6,1.0,,,1.0,5.0,,1_20
talk'n,0.9141286015510559,7.0,,,,,,,6,1.0,,,1.0,5.0,,1_20
talk-n,,,,,,,5.0,,6,1.0,,,1.0,5.0,,1_20
talkiin,0.9075735211372375,8.0,,,,,,,7,1.0,,,1.0,5.0,,1_20
talkin,0.9205427765846252,6.0,,,,,,,6,1.0,,,1.0,5.0,,1_20
talking,0.5842509865760803,,,,,1.0,,1.0,7,1.0,,,1.0,5.0,1.0,1_20
talkn,1.0,,,1.0,,,,,5,1.0,,,1.0,5.0,,1_20
talks,0.31401631236076355,,,,,,1.0,1.0,5,,,,1.0,5.0,,1_20
talky,0.29340660572052,,,,,,3.0,,5,,,,1.0,5.0,,1_20
talon,0.2584194242954254,,,,,,2.0,1.0,5,,,,1.0,5.0,,1_20
tawkin,0.9559469223022461,2.0,,,,,,,6,,,,1.0,5.0,,1_20
tawking,0.9303903579711914,5.0,,,,,,,7,,,,1.0,5.0,,1_20
tawkn,0.9439375400543213,3.0,,,,,,,5,,,,1.0,5.0,,1_20
tlk'n,0.9051951169967651,9.0,,,,,,,5,,,,1.0,5.0,,1_20
tlkin,0.9778034687042236,1.0,,,,,,,5,,,,1.0,5.0,,1_20
tlking,0.9376691579818726,4.0,,,,,,,6,,,,1.0,5.0,,1_20
tlkn,0.9859366416931152,0.0,,,,,,,4,,,,1.0,5.0,,1_20
a bout,,,,,1.0,,3.0,,6,1.0,55.0,1.0,1.0,5.0,,1_21
a-bout,,,,,,,4.0,,6,1.0,55.0,1.0,1.0,5.0,,1_21
ab out,,,,,,,5.0,,6,1.0,55.0,1.0,1.0,5.0,,1_21
ab-out,,,,,,,6.0,,6,1.0,55.0,1.0,1.0,5.0,,1_21
abbot,0.30189821124076843,,,,,,7.0,1.0,5,,55.0,1.0,1.0,5.0,,1_21
abode,0.0629885122179985,,,,,,8.0,1.0,5,,55.0,1.0,1.0,5.0,,1_21
abort,0.35422375798225403,,,,,,2.0,1.0,5,,55.0,1.0,1.0,5.0,,1_21
abour,0.7864029407501221,3.0,,,,,,,5,,55.0,1.0,1.0,5.0,,1_21
about,0.9999999403953552,,1.0,1.0,,55.0,,1.0,5,1.0,55.0,1.0,1.0,5.0,1.0,1_21
abt,0.8127133846282959,1.0,,,,,,,3,,55.0,1.0,1.0,5.0,,1_21
abut,0.7612497210502625,,,,,,1.0,1.0,4,,55.0,1.0,1.0,5.0,,1_21
anout,0.824995219707489,0.0,,,,,,,5,,55.0,1.0,1.0,5.0,,1_21
bout,0.7025735378265381,,,,,,0.0,1.0,4,,55.0,1.0,1.0,5.0,,1_21
sbout,0.8116772174835205,2.0,,,,,,,5,,55.0,1.0,1.0,5.0,,1_21
abilities,0.7975428104400635,2.0,,,,,,1.0,9,,,1.0,1.0,5.0,,1_22
kill,0.25018754601478577,,,,,,2.0,1.0,4,,,1.0,1.0,5.0,,1_22
s kill,,,,,,,9.0,,6,1.0,,1.0,1.0,5.0,,1_22
s-kill,,,,,,,10.0,,6,1.0,,1.0,1.0,5.0,,1_22
shill,0.2777497172355652,,,,,,7.0,1.0,5,,,1.0,1.0,5.0,,1_22
sill,0.21301177144050598,,,,,,3.0,1.0,4,,,1.0,1.0,5.0,,1_22
ski ll,,,,,,,11.0,,6,1.0,,1.0,1.0,5.0,,1_22
ski-ll,,,,,,,12.0,,6,1.0,,1.0,1.0,5.0,,1_22
skill,1.0,,1.0,1.0,,,0.0,1.0,5,1.0,,1.0,1.0,5.0,1.0,1_22
skill's,0.6740438342094421,,1.0,,,,,1.0,7,1.0,,1.0,1.0,5.0,,1_22
skilled,0.6416498422622681,,1.0,,,,,1.0,7,1.0,,1.0,1.0,5.0,,1_22
skillet,0.1268199384212494,,1.0,,,,,1.0,7,1.0,,1.0,1.0,5.0,,1_22
skillet's,,,1.0,,,,,1.0,9,1.0,,1.0,1.0,5.0,,1_22
skillets,0.23395764827728271,,1.0,,,,,1.0,8,1.0,,1.0,1.0,5.0,,1_22
skillful,0.6284130811691284,,1.0,,,,,1.0,8,1.0,,1.0,1.0,5.0,,1_22
skillfully,0.5034206509590149,,1.0,,,,,1.0,10,1.0,,1.0,1.0,5.0,,1_22
skills,0.8340301513671875,1.0,1.0,,,,4.0,1.0,6,1.0,,1.0,1.0,5.0,,1_22
skillset,0.8363384008407593,0.0,,,,,,,8,1.0,,1.0,1.0,5.0,,1_22
skoal,0.3102841079235077,,,,,,14.0,,5,,,1.0,1.0,5.0,,1_22
skulk,0.21837536990642548,,,,,,13.0,1.0,5,,,1.0,1.0,5.0,,1_22
skull,0.33500054478645325,,,,,,1.0,1.0,5,,,1.0,1.0,5.0,,1_22
spill,0.09857986122369766,,,,,,6.0,1.0,5,,,1.0,1.0,5.0,,1_22
still,0.3671106994152069,,,,,,5.0,1.0,5,,,1.0,1.0,5.0,,1_22
swill,0.20970693230628967,,,,,,8.0,1.0,5,,,1.0,1.0,5.0,,1_22
swordsmanship,0.7943158149719238,3.0,,,,,,,13,,,1.0,1.0,5.0,,1_22
bevel,0.31166741251945496,,,,,,5.0,1.0,5,,1.0,1.0,1.0,5.0,,1_23
levee,0.15173892676830292,,,,,,2.0,1.0,5,,1.0,1.0,1.0,5.0,,1_23
level,1.0,,1.0,1.0,,1.0,0.0,1.0,5,1.0,1.0,1.0,1.0,5.0,1.0,1_23
level's,0.5391476154327393,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,5.0,,1_23
leveled,0.5202796459197998,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,5.0,,1_23
leveler,0.5032026767730713,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,5.0,,1_23
leveler's,,,1.0,,,,,1.0,9,1.0,1.0,1.0,1.0,5.0,,1_23
levelers,0.37654581665992737,,1.0,,,,,1.0,8,1.0,1.0,1.0,1.0,5.0,,1_23
levelheaded,0.41906270384788513,,1.0,,,,,1.0,11,1.0,1.0,1.0,1.0,5.0,,1_23
levelheadedness,,,1.0,,,,,1.0,15,1.0,1.0,1.0,1.0,5.0,,1_23
levelheadedness's,,,1.0,,,,,1.0,17,1.0,1.0,1.0,1.0,5.0,,1_23
leveling,0.503761351108551,,1.0,,,,,1.0,8,1.0,1.0,1.0,1.0,5.0,,1_23
levelness,,,1.0,,,,,1.0,9,1.0,1.0,1.0,1.0,5.0,,1_23
levelness's,,,1.0,,,,,1.0,11,1.0,1.0,1.0,1.0,5.0,,1_23
levels,0.7580976486206055,0.0,1.0,,,,1.0,1.0,6,1.0,1.0,1.0,1.0,5.0,,1_23
lever,0.39374223351478577,,,,,,3.0,1.0,5,,1.0,1.0,1.0,5.0,,1_23
lively,0.27451565861701965,,,,,,7.0,1.0,6,,1.0,1.0,1.0,5.0,,1_23
lovely,0.10351696610450745,,,,,,6.0,1.0,6,,1.0,1.0,1.0,5.0,,1_23
revel,0.34683701395988464,,,,,,4.0,1.0,5,,1.0,1.0,1.0,5.0,,1_23
unbotheredness,0.7261956930160522,1.0,,,,,,,14,,1.0,1.0,1.0,5.0,,1_23
ayes,0.3165028989315033,,,,,,6.0,1.0,4,1.0,8.0,1.0,1.0,3.0,,2_0
byes,0.24407075345516205,,,,,,12.0,1.0,4,1.0,8.0,1.0,1.0,3.0,,2_0
dyes,0.2651001811027527,,,,,,10.0,1.0,4,1.0,8.0,1.0,1.0,3.0,,2_0
es,0.26387444138526917,,,,,,3.0,1.0,2,,8.0,1.0,1.0,3.0,,2_0
eyes,0.28970780968666077,,,,,,5.0,1.0,4,1.0,8.0,1.0,1.0,3.0,,2_0
ye,0.45695605874061584,,,,,,4.0,1.0,2,,8.0,1.0,1.0,3.0,,2_0
yea,0.7149611711502075,,,,,,2.0,1.0,3,,8.0,1.0,1.0,3.0,,2_0
yeah,0.8211756348609924,0.0,,,,,,1.0,4,,8.0,1.0,1.0,3.0,,2_0
yeas,0.5888603925704956,,,,,,7.0,1.0,4,1.0,8.0,1.0,1.0,3.0,,2_0
yen,0.25315481424331665,,,,,,14.0,1.0,3,,8.0,1.0,1.0,3.0,,2_0
yens,0.3214179575443268,,,,,,8.0,1.0,4,1.0,8.0,1.0,1.0,3.0,,2_0
yeps,0.4799472689628601,,,,,,11.0,1.0,4,1.0,8.0,1.0,1.0,3.0,,2_0
yer,0.30417588353157043,,,,,,15.0,,3,,8.0,1.0,1.0,3.0,,2_0
yes,1.0,,1.0,1.0,,8.0,,1.0,3,1.0,8.0,1.0,1.0,3.0,1.0,2_0
yes's,0.44091781973838806,,1.0,,,,,1.0,5,1.0,8.0,1.0,1.0,3.0,,2_0
yesenia,0.27703747153282166,,1.0,,,,,1.0,7,1.0,8.0,1.0,1.0,3.0,,2_0
yesenia's,,,1.0,,,,,1.0,9,1.0,8.0,1.0,1.0,3.0,,2_0
yeses,0.44914600253105164,,1.0,,,,,1.0,5,1.0,8.0,1.0,1.0,3.0,,2_0
yeshiva,0.20008161664009094,,1.0,,,,,1.0,7,1.0,8.0,1.0,1.0,3.0,,2_0
yeshiva's,,,1.0,,,,,1.0,9,1.0,8.0,1.0,1.0,3.0,,2_0
yeshivas,0.2523772120475769,,1.0,,,,,1.0,8,1.0,8.0,1.0,1.0,3.0,,2_0
yeshivot,,,1.0,,,,,1.0,8,1.0,8.0,1.0,1.0,3.0,,2_0
yessed,,,1.0,,,,,1.0,6,1.0,8.0,1.0,1.0,3.0,,2_0
yessing,0.3705732524394989,,1.0,,,,,1.0,7,1.0,8.0,1.0,1.0,3.0,,2_0
yest,0.22898663580417633,,1.0,,,,9.0,1.0,4,1.0,8.0,1.0,1.0,3.0,,2_0
yesterday,0.35648462176322937,,1.0,,,,,1.0,9,1.0,8.0,1.0,1.0,3.0,,2_0
yesterday's,0.1270953118801117,,1.0,,,,,1.0,11,1.0,8.0,1.0,1.0,3.0,,2_0
yesterdays,0.07999645918607712,,1.0,,,,,1.0,10,1.0,8.0,1.0,1.0,3.0,,2_0
yesteryear,0.21111643314361572,,1.0,,,,,1.0,10,1.0,8.0,1.0,1.0,3.0,,2_0
yesteryear's,0.19460918009281158,,1.0,,,,,1.0,12,1.0,8.0,1.0,1.0,3.0,,2_0
yeti,0.3297816216945648,,,,,,0.0,1.0,4,,8.0,1.0,1.0,3.0,,2_0
yews,0.30115845799446106,,,,,,13.0,1.0,4,1.0,8.0,1.0,1.0,3.0,,2_0
yrs,0.3231448829174042,,,,,,1.0,,3,,8.0,1.0,1.0,3.0,,2_0
amigo,0.3513426184654236,,,,,,9.0,1.0,5,,50.0,1.0,1.0,3.0,,2_1
imago,0.2888934910297394,,,,,,8.0,,5,,50.0,1.0,1.0,3.0,,2_1
jsksjs,0.8766340017318726,4.0,,,,,,,6,,50.0,1.0,1.0,3.0,,2_1
